id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
21019,2013,1,25,659.0,645,14.0,802.0,757,5.0,EV,4241,N16112,EWR,DCA,38.0,199,6,45,2013-01-25 06:00:00,ExpressJet Airlines Inc.
21548,2013,1,25,1649.0,1644,5.0,1850.0,1847,3.0,EV,4411,N11187,EWR,MEM,156.0,946,16,44,2013-01-25 16:00:00,ExpressJet Airlines Inc.
22099,2013,1,26,1057.0,1100,-3.0,1355.0,1413,-18.0,UA,279,N463UA,EWR,RSW,162.0,1068,11,0,2013-01-26 11:00:00,United Air Lines Inc.
22654,2013,1,27,826.0,830,-4.0,1058.0,1106,-8.0,F9,835,N207FR,LGA,DEN,244.0,1620,8,30,2013-01-27 08:00:00,Frontier Airlines Inc.
23351,2013,1,27,1341.8229492227138,1125,-2.0,1520.1147660818713,1305,-4.0,AA,327,N3CUAA,LGA,ORD,135.0,733,11,25,2013-01-27 11:00:00,American Airlines Inc.
23374,2013,1,28,553.0,600,-7.0,842.0,904,-22.0,B6,371,N805JB,LGA,FLL,147.0,1076,6,0,2013-01-28 06:00:00,JetBlue Airways
23980,2013,1,28,1721.0,1705,16.0,2008.0,2010,-2.0,AA,1905,N4YBAA,EWR,DFW,202.0,1372,17,5,2013-01-28 17:00:00,American Airlines Inc.
24234,2013,1,28,1341.8229492227138,1100,-2.0,1520.1147660818713,1223,-4.0,EV,4240,N12567,EWR,BUF,135.0,282,11,0,2013-01-28 11:00:00,ExpressJet Airlines Inc.
24394,2013,1,29,721.0,731,-10.0,1027.0,1045,-18.0,B6,1601,N585JB,LGA,RSW,159.0,1080,7,31,2013-01-29 07:00:00,JetBlue Airways
24569,2013,1,29,1015.0,1015,0.0,1148.0,1216,-28.0,US,1427,N180US,JFK,CLT,77.0,541,10,15,2013-01-29 10:00:00,US Airways Inc.
10,2013,1,1,558.0,600,-2.0,849.0,851,-2.0,B6,49,N793JB,JFK,PBI,149.0,1028,6,0,2013-01-01 06:00:00,JetBlue Airways
431,2013,1,1,1453.0,1500,-7.0,1601.0,1620,-19.0,US,2179,N951UW,LGA,DCA,51.0,214,15,0,2013-01-01 15:00:00,US Airways Inc.
463,2013,1,1,1520.0,1525,-5.0,1643.0,1655,-12.0,MQ,3823,N509MQ,JFK,DCA,57.0,213,15,25,2013-01-01 15:00:00,Envoy Air
508,2013,1,1,1556.0,1600,-4.0,1737.0,1739,-2.0,EV,5163,N761ND,LGA,PIT,69.0,335,16,0,2013-01-01 16:00:00,ExpressJet Airlines Inc.
707,2013,1,1,1912.0,1908,4.0,2242.0,2257,-15.0,UA,927,N432UA,EWR,PHX,309.0,2133,19,8,2013-01-01 19:00:00,United Air Lines Inc.
817,2013,1,1,2209.0,2155,14.0,2400.0,2337,23.0,B6,1109,N216JB,JFK,RDU,86.0,427,21,55,2013-01-01 21:00:00,JetBlue Airways
846,2013,1,2,535.0,540,-5.0,831.0,850,-19.0,AA,1141,N621AA,JFK,MIA,156.0,1089,5,40,2013-01-02 05:00:00,American Airlines Inc.
990,2013,1,2,759.0,805,-6.0,901.0,919,-18.0,B6,1172,N309JB,EWR,BOS,38.0,200,8,5,2013-01-02 08:00:00,JetBlue Airways
1533,2013,1,2,1744.0,1745,-1.0,2035.0,2040,-5.0,B6,9,N569JB,JFK,MCO,153.0,944,17,45,2013-01-02 17:00:00,JetBlue Airways
1679,2013,1,2,2002.0,1945,17.0,2256.0,2329,-33.0,B6,645,N568JB,JFK,SFO,320.0,2586,19,45,2013-01-02 19:00:00,JetBlue Airways
2094,2013,1,3,1059.0,1059,0.0,1344.0,1431,-47.0,UA,1298,N76288,EWR,SFO,326.0,2565,10,59,2013-01-03 10:00:00,United Air Lines Inc.
2313,2013,1,3,1530.0,1530,0.0,1857.0,1855,2.0,AA,1039,N3AUAA,JFK,FLL,172.0,1069,15,30,2013-01-03 15:00:00,American Airlines Inc.
2474,2013,1,3,1804.0,1745,19.0,1935.0,1915,20.0,WN,128,N8315C,LGA,MDW,115.0,725,17,45,2013-01-03 17:00:00,Southwest Airlines Co.
3059,2013,1,4,1156.0,1200,-4.0,1446.0,1459,-13.0,UA,1461,N24702,EWR,IAH,211.0,1400,12,0,2013-01-04 12:00:00,United Air Lines Inc.
3592,2013,1,4,2158.0,2159,-1.0,2314.0,2306,8.0,EV,4322,N11547,EWR,PWM,50.0,284,21,59,2013-01-04 21:00:00,ExpressJet Airlines Inc.
3717,2013,1,5,753.0,750,3.0,943.0,940,3.0,9E,3611,N8970D,JFK,PIT,74.0,340,7,50,2013-01-05 07:00:00,Endeavor Air Inc.
4085,2013,1,5,1602.0,1550,12.0,2047.0,2050,-3.0,AA,1635,N615AA,JFK,SJU,192.0,1598,15,50,2013-01-05 15:00:00,American Airlines Inc.
4219,2013,1,5,1836.0,1830,6.0,2046.0,2047,-1.0,DL,1225,N361NB,JFK,DTW,92.0,509,18,30,2013-01-05 18:00:00,Delta Air Lines Inc.
4696,2013,1,6,1347.0,1350,-3.0,1608.0,1628,-20.0,DL,1705,N344NB,LGA,MSY,190.0,1183,13,50,2013-01-06 13:00:00,Delta Air Lines Inc.
4971,2013,1,6,1815.0,1810,5.0,2128.0,2132,-4.0,B6,217,N526JB,JFK,LGB,337.0,2465,18,10,2013-01-06 18:00:00,JetBlue Airways
5659,2013,1,7,1444.0,1450,-6.0,1740.0,1755,-15.0,AA,1813,N5FSAA,JFK,MCO,141.0,944,14,50,2013-01-07 14:00:00,American Airlines Inc.
6066,2013,1,7,2123.0,2125,-2.0,2229.0,2240,-11.0,MQ,4449,N835MQ,JFK,DCA,45.0,213,21,25,2013-01-07 21:00:00,Envoy Air
6308,2013,1,8,852.0,900,-8.0,1006.0,1022,-16.0,US,2167,N762US,LGA,DCA,38.0,214,9,0,2013-01-08 09:00:00,US Airways Inc.
6517,2013,1,8,1321.0,1329,-8.0,1512.0,1526,-14.0,EV,3840,N13968,EWR,MEM,150.0,946,13,29,2013-01-08 13:00:00,ExpressJet Airlines Inc.
6702,2013,1,8,1630.0,1629,1.0,1951.0,2005,-14.0,UA,1078,N76254,EWR,SAT,244.0,1569,16,29,2013-01-08 16:00:00,United Air Lines Inc.
6749,2013,1,8,1713.0,1720,-7.0,1838.0,1910,-32.0,AA,345,N491AA,LGA,ORD,117.0,733,17,20,2013-01-08 17:00:00,American Airlines Inc.
7997,2013,1,10,703.0,705,-2.0,943.0,948,-5.0,UA,1506,N73406,EWR,LAS,313.0,2227,7,5,2013-01-10 07:00:00,United Air Lines Inc.
8088,2013,1,10,824.0,830,-6.0,953.0,1023,-30.0,9E,4220,N8907A,JFK,RDU,68.0,427,8,30,2013-01-10 08:00:00,Endeavor Air Inc.
8214,2013,1,10,1048.0,1055,-7.0,1323.0,1405,-42.0,AA,739,N3EHAA,LGA,DFW,191.0,1389,10,55,2013-01-10 10:00:00,American Airlines Inc.
8310,2013,1,10,1252.0,1240,12.0,1542.0,1555,-13.0,AA,2041,N5BSAA,JFK,MIA,149.0,1089,12,40,2013-01-10 12:00:00,American Airlines Inc.
9262,2013,1,11,1311.0,1315,-4.0,1505.0,1504,1.0,US,1895,N537UW,EWR,CLT,91.0,529,13,15,2013-01-11 13:00:00,US Airways Inc.
9711,2013,1,11,2100.0,2105,-5.0,2218.0,2217,1.0,EV,4119,N14168,EWR,RIC,53.0,277,21,5,2013-01-11 21:00:00,ExpressJet Airlines Inc.
10200,2013,1,12,1540.0,1540,0.0,1849.0,1900,-11.0,UA,243,N518UA,JFK,LAX,338.0,2475,15,40,2013-01-12 15:00:00,United Air Lines Inc.
10263,2013,1,12,1646.0,1650,-4.0,1804.0,1820,-16.0,AA,1790,N3EPAA,JFK,BOS,46.0,187,16,50,2013-01-12 16:00:00,American Airlines Inc.
10781,2013,1,13,1302.0,1250,12.0,1455.0,1449,6.0,EV,4893,N371CA,EWR,DTW,95.0,488,12,50,2013-01-13 12:00:00,ExpressJet Airlines Inc.
10837,2013,1,13,1416.0,1420,-4.0,1659.0,1713,-14.0,UA,1166,N17139,EWR,TPA,145.0,997,14,20,2013-01-13 14:00:00,United Air Lines Inc.
10933,2013,1,13,1556.0,1605,-9.0,1759.0,1754,5.0,9E,3459,N922XJ,JFK,BNA,141.0,765,16,5,2013-01-13 16:00:00,Endeavor Air Inc.
11333,2013,1,14,628.0,630,-2.0,852.0,843,9.0,US,1433,N179UW,LGA,CLT,96.0,544,6,30,2013-01-14 06:00:00,US Airways Inc.
11377,2013,1,14,703.0,645,18.0,852.0,808,44.0,B6,102,N605JB,JFK,BUF,67.0,301,6,45,2013-01-14 06:00:00,JetBlue Airways
11453,2013,1,14,822.0,820,2.0,1000.0,939,21.0,9E,4051,N830AY,JFK,BWI,41.0,184,8,20,2013-01-14 08:00:00,Endeavor Air Inc.
11600,2013,1,14,1057.0,1100,-3.0,1316.0,1300,16.0,WN,1873,N228WN,LGA,STL,162.0,888,11,0,2013-01-14 11:00:00,Southwest Airlines Co.
11647,2013,1,14,1152.0,1200,-8.0,1435.0,1430,5.0,MQ,4658,N521MQ,LGA,ATL,124.0,762,12,0,2013-01-14 12:00:00,Envoy Air
12094,2013,1,14,1923.0,1930,-7.0,2235.0,2243,-8.0,DL,1435,N917DL,LGA,TPA,159.0,1010,19,30,2013-01-14 19:00:00,Delta Air Lines Inc.
12176,2013,1,14,2122.0,2130,-8.0,1.0,2,-1.0,B6,97,N625JB,JFK,DEN,252.0,1626,21,30,2013-01-14 21:00:00,JetBlue Airways
12795,2013,1,15,1624.0,1630,-6.0,1830.0,1853,-23.0,DL,1771,N347NB,JFK,DTW,103.0,509,16,30,2013-01-15 16:00:00,Delta Air Lines Inc.
13810,2013,1,16,1910.0,1850,20.0,2116.0,2055,21.0,US,1491,N172US,LGA,CLT,107.0,544,18,50,2013-01-16 18:00:00,US Airways Inc.
14514,2013,1,17,1454.0,1500,-6.0,1613.0,1619,-6.0,US,2179,N744P,LGA,DCA,58.0,214,15,0,2013-01-17 15:00:00,US Airways Inc.
14634,2013,1,17,1655.0,1635,20.0,1936.0,1907,29.0,EV,4705,N22971,EWR,ATL,127.0,746,16,35,2013-01-17 16:00:00,ExpressJet Airlines Inc.
14849,2013,1,17,2025.0,2030,-5.0,2323.0,2338,-15.0,UA,1225,N27722,EWR,PBI,160.0,1023,20,30,2013-01-17 20:00:00,United Air Lines Inc.
15049,2013,1,18,728.0,730,-2.0,1026.0,1045,-19.0,UA,10,N35204,LGA,IAH,202.0,1416,7,30,2013-01-18 07:00:00,United Air Lines Inc.
15149,2013,1,18,858.0,859,-1.0,1116.0,1145,-29.0,DL,1747,N900PC,LGA,ATL,110.0,762,8,59,2013-01-18 08:00:00,Delta Air Lines Inc.
15308,2013,1,18,1214.0,1217,-3.0,1537.0,1556,-19.0,UA,1227,N76269,EWR,PHX,304.0,2133,12,17,2013-01-18 12:00:00,United Air Lines Inc.
15500,2013,1,18,1557.0,1600,-3.0,1845.0,1834,11.0,FL,620,N920AT,LGA,ATL,118.0,762,16,0,2013-01-18 16:00:00,AirTran Airways Corporation
15712,2013,1,18,1910.0,1910,0.0,2224.0,2231,-7.0,B6,87,N623JB,JFK,SLC,283.0,1990,19,10,2013-01-18 19:00:00,JetBlue Airways
16499,2013,1,19,2040.0,2045,-5.0,2145.0,2214,-29.0,9E,3395,N925XJ,JFK,DCA,43.0,213,20,45,2013-01-19 20:00:00,Endeavor Air Inc.
17324,2013,1,21,552.0,600,-8.0,721.0,745,-24.0,AA,301,N3CRAA,LGA,ORD,127.0,733,6,0,2013-01-21 06:00:00,American Airlines Inc.
17471,2013,1,21,809.0,803,6.0,1039.0,1025,14.0,EV,4393,N14186,EWR,OMA,191.0,1134,8,3,2013-01-21 08:00:00,ExpressJet Airlines Inc.
17938,2013,1,21,1653.0,1640,13.0,2028.0,1955,33.0,AA,773,N4WYAA,LGA,DFW,246.0,1389,16,40,2013-01-21 16:00:00,American Airlines Inc.
17972,2013,1,21,1716.0,1719,-3.0,1930.0,1945,-15.0,UA,509,N503UA,LGA,DEN,230.0,1620,17,19,2013-01-21 17:00:00,United Air Lines Inc.
18042,2013,1,21,1829.0,1835,-6.0,1928.0,1950,-22.0,MQ,3944,N694MQ,JFK,BWI,42.0,184,18,35,2013-01-21 18:00:00,Envoy Air
18317,2013,1,22,701.0,700,1.0,836.0,836,0.0,UA,1162,N73276,EWR,ORD,119.0,719,7,0,2013-01-22 07:00:00,United Air Lines Inc.
18427,2013,1,22,849.0,850,-1.0,1047.0,1035,12.0,MQ,4558,N713MQ,LGA,CLE,78.0,419,8,50,2013-01-22 08:00:00,Envoy Air
18845,2013,1,22,1658.0,1700,-2.0,1754.0,1824,-30.0,UA,1064,N12225,EWR,BOS,40.0,200,17,0,2013-01-22 17:00:00,United Air Lines Inc.
18974,2013,1,22,1915.0,1915,0.0,2113.0,2111,2.0,9E,3525,N936XJ,JFK,ORD,129.0,740,19,15,2013-01-22 19:00:00,Endeavor Air Inc.
19012,2013,1,22,1957.0,2000,-3.0,2306.0,2329,-23.0,VX,415,N626VA,JFK,LAX,338.0,2475,20,0,2013-01-22 20:00:00,Virgin America
19275,2013,1,23,819.0,822,-3.0,1023.0,1019,4.0,EV,4691,N36915,EWR,DAY,101.0,533,8,22,2013-01-23 08:00:00,ExpressJet Airlines Inc.
19299,2013,1,23,838.0,835,3.0,1135.0,1150,-15.0,AA,717,N3BRAA,LGA,DFW,205.0,1389,8,35,2013-01-23 08:00:00,American Airlines Inc.
19395,2013,1,23,1022.0,1025,-3.0,1115.0,1131,-16.0,B6,1026,N531JB,JFK,BOS,38.0,187,10,25,2013-01-23 10:00:00,JetBlue Airways
19907,2013,1,23,1937.0,1940,-3.0,2233.0,2249,-16.0,B6,381,N635JB,LGA,FLL,151.0,1076,19,40,2013-01-23 19:00:00,JetBlue Airways
20104,2013,1,24,701.0,705,-4.0,956.0,948,8.0,UA,1485,N37437,EWR,LAS,330.0,2227,7,5,2013-01-24 07:00:00,United Air Lines Inc.
20264,2013,1,24,931.0,940,-9.0,1243.0,1250,-7.0,AA,1871,N3JBAA,LGA,MIA,151.0,1096,9,40,2013-01-24 09:00:00,American Airlines Inc.
20301,2013,1,24,1021.0,1030,-9.0,1231.0,1252,-21.0,DL,2343,N359NB,EWR,ATL,107.0,746,10,30,2013-01-24 10:00:00,Delta Air Lines Inc.
20419,2013,1,24,1304.0,1303,1.0,1412.0,1424,-12.0,B6,32,N228JB,JFK,ROC,52.0,264,13,3,2013-01-24 13:00:00,JetBlue Airways
20538,2013,1,24,1536.0,1540,-4.0,1707.0,1716,-9.0,9E,4178,N8783E,JFK,ROC,57.0,264,15,40,2013-01-24 15:00:00,Endeavor Air Inc.
20613,2013,1,24,1638.0,1635,3.0,1742.0,1750,-8.0,B6,1176,N231JB,EWR,BOS,44.0,200,16,35,2013-01-24 16:00:00,JetBlue Airways
20962,2013,1,25,556.0,605,-9.0,754.0,805,-11.0,MQ,4401,N713MQ,LGA,DTW,91.0,502,6,5,2013-01-25 06:00:00,Envoy Air
21412,2013,1,25,1439.0,1440,-1.0,1606.0,1614,-8.0,UA,1493,N77261,EWR,CLE,66.0,404,14,40,2013-01-25 14:00:00,United Air Lines Inc.
21432,2013,1,25,1455.0,1500,-5.0,1649.0,1655,-6.0,MQ,4429,N730MQ,LGA,CMH,92.0,479,15,0,2013-01-25 15:00:00,Envoy Air
21975,2013,1,26,811.0,810,1.0,908.0,924,-16.0,B6,1172,N353JB,EWR,BOS,35.0,200,8,10,2013-01-26 08:00:00,JetBlue Airways
22375,2013,1,26,1708.0,1715,-7.0,1950.0,2019,-29.0,DL,1585,N919DL,LGA,MCO,139.0,950,17,15,2013-01-26 17:00:00,Delta Air Lines Inc.
22674,2013,1,27,839.0,845,-6.0,1006.0,1015,-9.0,9E,3405,N926XJ,JFK,DCA,40.0,213,8,45,2013-01-27 08:00:00,Endeavor Air Inc.
22761,2013,1,27,1037.0,1045,-8.0,1221.0,1252,-31.0,DL,1573,N325US,LGA,MEM,143.0,963,10,45,2013-01-27 10:00:00,Delta Air Lines Inc.
23218,2013,1,27,1914.0,1920,-6.0,2250.0,2315,-25.0,DL,1345,N3750D,JFK,PHX,309.0,2153,19,20,2013-01-27 19:00:00,Delta Air Lines Inc.
23254,2013,1,27,1952.0,2000,-8.0,2132.0,2147,-15.0,9E,3320,N909XJ,JFK,BUF,62.0,301,20,0,2013-01-27 20:00:00,Endeavor Air Inc.
23339,2013,1,27,2242.0,2249,-7.0,2359.0,2357,2.0,B6,22,N179JB,JFK,SYR,49.0,209,22,49,2013-01-27 22:00:00,JetBlue Airways
23368,2013,1,28,539.0,540,-1.0,836.0,850,-14.0,AA,1141,N5EEAA,JFK,MIA,154.0,1089,5,40,2013-01-28 05:00:00,American Airlines Inc.
23444,2013,1,28,656.0,705,-9.0,931.0,940,-9.0,MQ,4534,N722MQ,LGA,XNA,192.0,1147,7,5,2013-01-28 07:00:00,Envoy Air
23500,2013,1,28,755.0,800,-5.0,1142.0,1140,2.0,WN,1558,N962WN,EWR,PHX,320.0,2133,8,0,2013-01-28 08:00:00,Southwest Airlines Co.
23511,2013,1,28,804.0,810,-6.0,1048.0,1116,-28.0,DL,1959,N993DL,JFK,MCO,139.0,944,8,10,2013-01-28 08:00:00,Delta Air Lines Inc.
23525,2013,1,28,813.0,817,-4.0,1038.0,1058,-20.0,DL,914,N376NW,LGA,DEN,244.0,1620,8,17,2013-01-28 08:00:00,Delta Air Lines Inc.
24318,2013,1,29,608.0,610,-2.0,751.0,735,16.0,WN,3839,N283WN,EWR,MDW,146.0,711,6,10,2013-01-29 06:00:00,Southwest Airlines Co.
24723,2013,1,29,1353.0,1400,-7.0,1451.0,1509,-18.0,US,2177,N762US,LGA,DCA,39.0,214,14,0,2013-01-29 14:00:00,US Airways Inc.
24831,2013,1,29,1548.0,1550,-2.0,1808.0,1826,-18.0,9E,3427,N901XJ,JFK,IND,111.0,665,15,50,2013-01-29 15:00:00,Endeavor Air Inc.
24834,2013,1,29,1551.0,1600,-9.0,1757.0,1820,-23.0,MQ,3985,N622MQ,JFK,CVG,102.0,589,16,0,2013-01-29 16:00:00,Envoy Air
10387,2013,1,12,1938.0,1945,-7.0,2157.0,2241,-44.0,9E,3314,N925XJ,JFK,JAX,113.0,828,19,45,2013-01-12 19:00:00,Endeavor Air Inc.
22896,2013,1,27,1401.0,1410,-9.0,1545.0,1555,-10.0,MQ,4491,N739MQ,LGA,CLE,75.0,419,14,10,2013-01-27 14:00:00,Envoy Air
427,2013,1,1,1451.0,1500,-9.0,1634.0,1636,-2.0,9E,4105,N8444F,JFK,IAD,57.0,228,15,0,2013-01-01 15:00:00,Endeavor Air Inc.
444,2013,1,1,1459.0,1454,5.0,1750.0,1751,-1.0,UA,1105,N75435,EWR,TPA,152.0,997,14,54,2013-01-01 14:00:00,United Air Lines Inc.
739,2013,1,1,1957.0,2000,-3.0,2321.0,2310,11.0,UA,299,N817UA,EWR,DFW,233.0,1372,20,0,2013-01-01 20:00:00,United Air Lines Inc.
1332,2013,1,2,1448.0,1455,-7.0,1724.0,1639,45.0,9E,3295,N916XJ,JFK,BUF,59.0,301,14,55,2013-01-02 14:00:00,Endeavor Air Inc.
1401,2013,1,2,1542.0,1540,2.0,1805.0,1748,17.0,9E,3338,N933XJ,JFK,ORD,150.0,740,15,40,2013-01-02 15:00:00,Endeavor Air Inc.
1739,2013,1,2,2115.0,2115,0.0,5.0,2357,8.0,B6,529,N766JB,EWR,MCO,146.0,937,21,15,2013-01-02 21:00:00,JetBlue Airways
1828,2013,1,3,623.0,622,1.0,928.0,925,3.0,UA,991,N843UA,EWR,PBI,162.0,1023,6,22,2013-01-03 06:00:00,United Air Lines Inc.
2005,2013,1,3,901.0,900,1.0,1039.0,1038,1.0,UA,589,N535UA,LGA,ORD,129.0,733,9,0,2013-01-03 09:00:00,United Air Lines Inc.
2214,2013,1,3,1349.0,1350,-1.0,1506.0,1515,-9.0,WN,2162,N228WN,LGA,MDW,118.0,725,13,50,2013-01-03 13:00:00,Southwest Airlines Co.
2229,2013,1,3,1415.0,1418,-3.0,1551.0,1552,-1.0,UA,980,N843UA,EWR,ORD,121.0,719,14,18,2013-01-03 14:00:00,United Air Lines Inc.
2233,2013,1,3,1418.0,1422,-4.0,1516.0,1535,-19.0,B6,1010,N184JB,JFK,BOS,37.0,187,14,22,2013-01-03 14:00:00,JetBlue Airways
2291,2013,1,3,1507.0,1500,7.0,1630.0,1639,-9.0,UA,685,N491UA,LGA,ORD,115.0,733,15,0,2013-01-03 15:00:00,United Air Lines Inc.
2307,2013,1,3,1523.0,1530,-7.0,1725.0,1725,0.0,AA,2223,N436AA,LGA,STL,153.0,888,15,30,2013-01-03 15:00:00,American Airlines Inc.
3241,2013,1,4,1539.0,1533,6.0,1846.0,1857,-11.0,B6,137,N599JB,JFK,RSW,168.0,1074,15,33,2013-01-04 15:00:00,JetBlue Airways
3613,2013,1,4,1341.8229492227138,1530,-2.0,1520.1147660818713,1725,-4.0,AA,2223,N569AA,LGA,STL,135.0,888,15,30,2013-01-04 15:00:00,American Airlines Inc.
4814,2013,1,6,1545.0,1545,0.0,1903.0,1850,13.0,UA,1624,N78511,EWR,FLL,171.0,1065,15,45,2013-01-06 15:00:00,United Air Lines Inc.
4841,2013,1,6,1604.0,1600,4.0,1828.0,1815,13.0,EV,3820,N22909,EWR,SDF,121.0,642,16,0,2013-01-06 16:00:00,ExpressJet Airlines Inc.
5620,2013,1,7,1349.0,1330,19.0,1702.0,1705,-3.0,WN,1078,N277WN,EWR,PHX,297.0,2133,13,30,2013-01-07 13:00:00,Southwest Airlines Co.
5897,2013,1,7,1804.0,1805,-1.0,1943.0,1935,8.0,WN,389,N428WN,LGA,MDW,114.0,725,18,5,2013-01-07 18:00:00,Southwest Airlines Co.
6056,2013,1,7,2056.0,2100,-4.0,2215.0,2225,-10.0,WN,530,N265WN,LGA,MDW,113.0,725,21,0,2013-01-07 21:00:00,Southwest Airlines Co.
6099,2013,1,8,454.0,500,-6.0,625.0,648,-23.0,US,1117,N564UW,EWR,CLT,77.0,529,5,0,2013-01-08 05:00:00,US Airways Inc.
6120,2013,1,8,558.0,601,-3.0,850.0,918,-28.0,UA,1030,N12116,JFK,LAX,324.0,2475,6,1,2013-01-08 06:00:00,United Air Lines Inc.
6269,2013,1,8,818.0,810,8.0,922.0,924,-2.0,B6,1172,N187JB,EWR,BOS,42.0,200,8,10,2013-01-08 08:00:00,JetBlue Airways
7598,2013,1,9,1620.0,1630,-10.0,1757.0,1807,-10.0,EV,4702,N14972,EWR,GSO,78.0,445,16,30,2013-01-09 16:00:00,ExpressJet Airlines Inc.
7991,2013,1,10,700.0,705,-5.0,1007.0,1015,-8.0,WN,3483,N494WN,EWR,HOU,229.0,1411,7,5,2013-01-10 07:00:00,Southwest Airlines Co.
8379,2013,1,10,1419.0,1418,1.0,1548.0,1553,-5.0,UA,1734,N17719,EWR,ORD,125.0,719,14,18,2013-01-10 14:00:00,United Air Lines Inc.
8952,2013,1,11,726.0,730,-4.0,1022.0,1040,-18.0,AA,2083,N4YMAA,EWR,DFW,203.0,1372,7,30,2013-01-11 07:00:00,American Airlines Inc.
9073,2013,1,11,902.0,905,-3.0,1015.0,1029,-14.0,B6,20,N317JB,JFK,ROC,51.0,264,9,5,2013-01-11 09:00:00,JetBlue Airways
9350,2013,1,11,1457.0,1504,-7.0,1648.0,1640,8.0,EV,4125,N16561,EWR,RDU,80.0,416,15,4,2013-01-11 15:00:00,ExpressJet Airlines Inc.
9574,2013,1,11,1821.0,1830,-9.0,2014.0,2044,-30.0,9E,3716,N181PQ,EWR,DTW,79.0,488,18,30,2013-01-11 18:00:00,Endeavor Air Inc.
10049,2013,1,12,1156.0,1200,-4.0,1258.0,1305,-7.0,US,2126,N952UW,LGA,BOS,41.0,184,12,0,2013-01-12 12:00:00,US Airways Inc.
10124,2013,1,12,1355.0,1350,5.0,1720.0,1740,-20.0,WN,1703,N929WN,EWR,PHX,309.0,2133,13,50,2013-01-12 13:00:00,Southwest Airlines Co.
10134,2013,1,12,1423.0,1430,-7.0,1734.0,1735,-1.0,AA,883,N4YBAA,EWR,DFW,227.0,1372,14,30,2013-01-12 14:00:00,American Airlines Inc.
10281,2013,1,12,1700.0,1655,5.0,1924.0,1940,-16.0,UA,1580,N73445,EWR,LAS,305.0,2227,16,55,2013-01-12 16:00:00,United Air Lines Inc.
10709,2013,1,13,1123.0,1129,-6.0,1359.0,1419,-20.0,B6,523,N590JB,EWR,MCO,129.0,937,11,29,2013-01-13 11:00:00,JetBlue Airways
10995,2013,1,13,1700.0,1705,-5.0,2012.0,2010,2.0,AA,1905,N4XYAA,EWR,DFW,221.0,1372,17,5,2013-01-13 17:00:00,American Airlines Inc.
11020,2013,1,13,1726.0,1729,-3.0,2027.0,2046,-19.0,DL,1185,N371DA,EWR,SLC,268.0,1969,17,29,2013-01-13 17:00:00,Delta Air Lines Inc.
11023,2013,1,13,1729.0,1725,4.0,2025.0,2023,2.0,UA,1178,N17133,EWR,IAH,208.0,1400,17,25,2013-01-13 17:00:00,United Air Lines Inc.
11302,2013,1,14,557.0,600,-3.0,657.0,716,-19.0,EV,4201,N14180,EWR,IAD,43.0,212,6,0,2013-01-14 06:00:00,ExpressJet Airlines Inc.
12145,2013,1,14,2030.0,2035,-5.0,2127.0,2142,-15.0,EV,4695,N14952,EWR,MHT,36.0,209,20,35,2013-01-14 20:00:00,ExpressJet Airlines Inc.
12379,2013,1,15,822.0,828,-6.0,1043.0,1105,-22.0,B6,611,N346JB,JFK,JAX,124.0,828,8,28,2013-01-15 08:00:00,JetBlue Airways
12690,2013,1,15,1450.0,1459,-9.0,1720.0,1737,-17.0,B6,119,N644JB,JFK,MSY,189.0,1182,14,59,2013-01-15 14:00:00,JetBlue Airways
12703,2013,1,15,1456.0,1456,0.0,1656.0,1624,32.0,9E,4357,N8896A,JFK,ORF,61.0,290,14,56,2013-01-15 14:00:00,Endeavor Air Inc.
12919,2013,1,15,1813.0,1815,-2.0,2112.0,2050,22.0,DL,926,N301DQ,EWR,ATL,131.0,746,18,15,2013-01-15 18:00:00,Delta Air Lines Inc.
12993,2013,1,15,1929.0,1930,-1.0,2232.0,2213,19.0,DL,1715,N369NB,LGA,MSY,199.0,1183,19,30,2013-01-15 19:00:00,Delta Air Lines Inc.
14040,2013,1,17,621.0,625,-4.0,738.0,744,-6.0,EV,4533,N16976,EWR,BUF,56.0,282,6,25,2013-01-17 06:00:00,ExpressJet Airlines Inc.
14510,2013,1,17,1452.0,1459,-7.0,1607.0,1625,-18.0,B6,12,N178JB,JFK,SYR,51.0,209,14,59,2013-01-17 14:00:00,JetBlue Airways
14989,2013,1,18,631.0,633,-2.0,758.0,813,-15.0,EV,4424,N16999,EWR,RDU,70.0,416,6,33,2013-01-18 06:00:00,ExpressJet Airlines Inc.
15022,2013,1,18,657.0,705,-8.0,923.0,940,-17.0,MQ,4534,N711MQ,LGA,XNA,178.0,1147,7,5,2013-01-18 07:00:00,Envoy Air
15074,2013,1,18,756.0,800,-4.0,1006.0,1011,-5.0,EV,4214,N14188,EWR,MSP,166.0,1008,8,0,2013-01-18 08:00:00,ExpressJet Airlines Inc.
15211,2013,1,18,1002.0,1010,-8.0,1120.0,1140,-20.0,MQ,3795,N544MQ,EWR,ORD,121.0,719,10,10,2013-01-18 10:00:00,Envoy Air
15224,2013,1,18,1026.0,1015,11.0,1140.0,1131,9.0,EV,4663,N15986,EWR,IAD,47.0,212,10,15,2013-01-18 10:00:00,ExpressJet Airlines Inc.
